adjective,severity,category,gender,number,person_relevance
acaecerías,high,moral,neutro,singular,alta
acaeceríass,high,moral,masculino,plural,alta
acaecerías,high,moral,neutro,singular,alta
acaeceríass,high,moral,masculino,plural,alta
acaecerías,high,moral,neutro,singular,alta
acaeceríass,high,moral,masculino,plural,alta
acaecerías,high,moral,neutro,singular,alta
acaeceríass,high,moral,masculino,plural,alta
acaecerías,high,moral,neutro,singular,alta
acaeceríass,high,moral,masculino,plural,alta
acaecerías,high,moral,neutro,singular,alta
acaeceríass,high,moral,masculino,plural,alta
acaecerías,high,moral,neutro,singular,alta
acaeceríass,high,moral,masculino,plural,alta
acaecerías,high,moral,neutro,singular,alta
acaeceríass,high,moral,masculino,plural,alta
acaecerías,high,moral,neutro,singular,alta
acaeceríass,high,moral,masculino,plural,alta
acaecerías,high,moral,neutro,singular,alta
acaeceríass,high,moral,masculino,plural,alta
acaecerías,high,moral,neutro,singular,alta
acaeceríass,high,moral,masculino,plural,alta
acaecerías,high,moral,neutro,singular,alta
acaeceríass,high,moral,masculino,plural,alta
acaecerías,high,moral,neutro,singular,alta
acaeceríass,high,moral,masculino,plural,alta
acaecerías,high,moral,neutro,singular,alta
acaeceríass,high,moral,masculino,plural,alta
acaecerías,high,moral,neutro,singular,alta
acaeceríass,high,moral,masculino,plural,alta
acaecerías,high,moral,neutro,singular,alta
acaeceríass,high,moral,masculino,plural,alta
acaecerías,high,moral,neutro,singular,alta
acaeceríass,high,moral,masculino,plural,alta
